point_A,point_B,heure_depart,jour_semaine,meteo,moyen_transport,distance_km,indice_trafic,duree_min,prob_accident
Akpakpa,Fidjrosse,11,Semaine,Ensoleillé,Voiture,10.0,1.35,18.0,0.01
Fidjrosse,Zongo,17,Semaine,Ensoleillé,Bus,6.66,2.26,30.1,0.005
Cadjehoun,Akpakpa,18,Weekend,Ensoleillé,Zem,6.19,1.0,10.6,0.04
Zongo,Fidjrosse,7,Weekend,Ensoleillé,Voiture,6.66,1.0,8.9,0.01
Calavi,Zongo,18,Semaine,Ensoleillé,Bus,12.45,3.36,83.8,0.005
Etoile,Cadjehoun,6,Weekend,Ensoleillé,Voiture,4.18,1.0,5.6,0.01
Cadjehoun,Zongo,17,Weekend,Pluie Légère,Voiture,2.81,1.0,4.7,0.01
Calavi,Cadjehoun,15,Semaine,Ensoleillé,Zem,11.27,1.38,26.6,0.04
Zongo,Calavi,19,Weekend,Ensoleillé,Bus,12.45,1.0,24.9,0.005
Zongo,Etoile,5,Weekend,Ensoleillé,Zem,1.45,1.0,2.5,0.04
Etoile,Calavi,8,Weekend,Ensoleillé,Zem,12.72,1.0,21.8,0.04
Cadjehoun,Akpakpa,20,Semaine,Ensoleillé,Voiture,6.19,1.43,11.8,0.01
Zongo,Fidjrosse,12,Weekend,Ensoleillé,Zem,6.66,1.0,11.4,0.04
Calavi,Akpakpa,20,Weekend,Ensoleillé,Voiture,14.46,1.0,19.3,0.01
Akpakpa,Etoile,15,Semaine,Ensoleillé,Zem,2.12,1.57,5.7,0.04
Akpakpa,Cadjehoun,12,Semaine,Pluie Légère,Zem,6.19,1.44,19.1,0.04
Akpakpa,Calavi,12,Semaine,Pluie Légère,Voiture,14.46,1.26,30.4,0.01
Cadjehoun,Zongo,16,Semaine,Ensoleillé,Voiture,2.81,1.2,4.5,0.01
Etoile,Calavi,22,Weekend,Pluie Légère,Bus,12.72,1.0,31.8,0.005
Zongo,Etoile,19,Semaine,Pluie Légère,Voiture,1.45,3.74,9.0,0.01
Fidjrosse,Akpakpa,4,Semaine,Ensoleillé,Zem,10.0,1.2,20.5,0.04
Calavi,Zongo,21,Weekend,Forte Pluie,Zem,12.45,1.0,42.7,0.16
Fidjrosse,Cadjehoun,20,Semaine,Ensoleillé,Bus,3.92,1.18,9.3,0.005
Calavi,Etoile,16,Semaine,Ensoleillé,Voiture,12.72,1.2,20.4,0.01
Cadjehoun,Zongo,8,Semaine,Pluie Légère,Zem,2.81,3.12,18.8,0.04
Akpakpa,Etoile,1,Semaine,Ensoleillé,Voiture,2.12,1.16,3.3,0.01
Cadjehoun,Etoile,17,Semaine,Ensoleillé,Voiture,4.18,3.89,21.7,0.01
Etoile,Cadjehoun,8,Weekend,Ensoleillé,Voiture,4.18,1.0,5.6,0.01
Etoile,Fidjrosse,5,Semaine,Pluie Légère,Zem,7.91,1.58,26.8,0.04
Calavi,Zongo,10,Semaine,Pluie Légère,Voiture,12.45,1.59,32.9,0.01
Zongo,Cadjehoun,5,Semaine,Ensoleillé,Voiture,2.81,1.12,4.2,0.01
Zongo,Etoile,5,Semaine,Forte Pluie,Voiture,1.45,1.57,6.1,0.02
Calavi,Cadjehoun,12,Semaine,Ensoleillé,Bus,11.27,1.6,36.0,0.005
Etoile,Fidjrosse,10,Semaine,Ensoleillé,Voiture,7.91,1.57,16.6,0.01
Etoile,Calavi,13,Semaine,Pluie Légère,Voiture,12.72,1.44,30.4,0.01
Etoile,Zongo,1,Weekend,Pluie Légère,Bus,1.45,1.0,3.6,0.005
Cadjehoun,Fidjrosse,7,Semaine,Ensoleillé,Zem,3.92,3.46,23.3,0.04
Etoile,Akpakpa,2,Semaine,Ensoleillé,Zem,2.12,1.16,4.2,0.04
Fidjrosse,Zongo,22,Weekend,Pluie Légère,Voiture,6.66,1.0,11.1,0.01
Akpakpa,Fidjrosse,20,Semaine,Forte Pluie,Zem,10.0,1.54,52.7,0.16
Calavi,Zongo,0,Semaine,Ensoleillé,Zem,12.45,1.13,24.1,0.04
Akpakpa,Zongo,23,Semaine,Forte Pluie,Zem,3.38,1.26,14.6,0.16
Calavi,Etoile,17,Semaine,Ensoleillé,Zem,12.72,3.98,86.9,0.04
Cadjehoun,Fidjrosse,23,Semaine,Forte Pluie,Voiture,3.92,1.31,13.7,0.02
Fidjrosse,Cadjehoun,12,Semaine,Pluie Légère,Zem,3.92,1.17,9.8,0.04
Cadjehoun,Fidjrosse,2,Weekend,Pluie Légère,Voiture,3.92,1.0,6.5,0.01
Cadjehoun,Akpakpa,0,Weekend,Pluie Légère,Voiture,6.19,1.0,10.3,0.01
Calavi,Akpakpa,3,Weekend,Ensoleillé,Voiture,14.46,1.0,19.3,0.01
Etoile,Akpakpa,16,Semaine,Pluie Légère,Zem,2.12,1.58,7.2,0.04
Etoile,Fidjrosse,10,Semaine,Forte Pluie,Voiture,7.91,1.59,33.6,0.02
Fidjrosse,Etoile,1,Semaine,Ensoleillé,Voiture,7.91,1.19,12.6,0.01
Fidjrosse,Etoile,15,Semaine,Ensoleillé,Voiture,7.91,1.53,16.2,0.01
Etoile,Zongo,1,Semaine,Ensoleillé,Voiture,1.45,1.3,2.5,0.01
Zongo,Calavi,18,Semaine,Pluie Légère,Zem,12.45,2.89,77.0,0.04
Etoile,Fidjrosse,22,Semaine,Pluie Légère,Voiture,7.91,1.23,16.2,0.01
Zongo,Fidjrosse,18,Weekend,Ensoleillé,Zem,6.66,1.0,11.4,0.04
Fidjrosse,Akpakpa,15,Semaine,Ensoleillé,Voiture,10.0,1.12,15.0,0.01
Akpakpa,Fidjrosse,21,Semaine,Ensoleillé,Bus,10.0,1.23,24.7,0.005
Calavi,Cadjehoun,18,Semaine,Ensoleillé,Voiture,11.27,2.3,34.5,0.01
Fidjrosse,Calavi,8,Semaine,Pluie Légère,Zem,9.53,3.86,78.9,0.04
Fidjrosse,Akpakpa,0,Semaine,Ensoleillé,Zem,10.0,1.43,24.5,0.04
Cadjehoun,Zongo,18,Semaine,Ensoleillé,Voiture,2.81,3.8,14.2,0.01
Cadjehoun,Etoile,0,Weekend,Ensoleillé,Voiture,4.18,1.0,5.6,0.01
Calavi,Zongo,1,Weekend,Pluie Légère,Voiture,12.45,1.0,20.7,0.01
Cadjehoun,Etoile,15,Weekend,Ensoleillé,Zem,4.18,1.0,7.2,0.04
Etoile,Fidjrosse,7,Semaine,Ensoleillé,Voiture,7.91,3.49,36.8,0.01
Akpakpa,Cadjehoun,22,Semaine,Ensoleillé,Bus,6.19,1.17,14.4,0.005
Fidjrosse,Etoile,17,Semaine,Ensoleillé,Zem,7.91,3.89,52.8,0.04
Zongo,Akpakpa,1,Semaine,Pluie Légère,Voiture,3.38,1.55,8.7,0.01
Akpakpa,Cadjehoun,12,Semaine,Ensoleillé,Zem,6.19,1.27,13.5,0.04
Zongo,Akpakpa,5,Weekend,Forte Pluie,Voiture,3.38,1.0,9.0,0.02
Zongo,Cadjehoun,20,Semaine,Pluie Légère,Voiture,2.81,1.16,5.4,0.01
Fidjrosse,Cadjehoun,5,Semaine,Ensoleillé,Zem,3.92,1.45,9.8,0.04
Etoile,Zongo,8,Semaine,Pluie Légère,Zem,1.45,3.51,10.9,0.04
Cadjehoun,Etoile,15,Weekend,Forte Pluie,Voiture,4.18,1.0,11.1,0.02
Calavi,Etoile,10,Semaine,Ensoleillé,Voiture,12.72,1.55,26.3,0.01
Etoile,Cadjehoun,6,Weekend,Ensoleillé,Zem,4.18,1.0,7.2,0.04
Calavi,Fidjrosse,9,Weekend,Pluie Légère,Zem,9.53,1.0,20.4,0.04
Fidjrosse,Akpakpa,19,Weekend,Forte Pluie,Bus,10.0,1.0,40.0,0.01
Fidjrosse,Akpakpa,17,Weekend,Ensoleillé,Zem,10.0,1.0,17.1,0.04
Akpakpa,Zongo,23,Semaine,Ensoleillé,Voiture,3.38,1.13,5.1,0.01
Calavi,Cadjehoun,19,Semaine,Forte Pluie,Zem,11.27,2.46,94.9,0.16
Etoile,Akpakpa,8,Semaine,Pluie Légère,Zem,2.12,3.28,14.9,0.04
Etoile,Akpakpa,14,Semaine,Ensoleillé,Zem,2.12,1.41,5.1,0.04
Zongo,Calavi,3,Weekend,Forte Pluie,Voiture,12.45,1.0,33.2,0.02
Zongo,Cadjehoun,7,Semaine,Ensoleillé,Zem,2.81,2.26,10.9,0.04
Fidjrosse,Akpakpa,12,Semaine,Forte Pluie,Zem,10.0,1.3,44.5,0.16
Etoile,Zongo,8,Semaine,Ensoleillé,Bus,1.45,3.25,9.4,0.005
Calavi,Etoile,3,Weekend,Ensoleillé,Voiture,12.72,1.0,17.0,0.01
Fidjrosse,Zongo,16,Semaine,Ensoleillé,Voiture,6.66,1.47,13.0,0.01
Akpakpa,Fidjrosse,15,Semaine,Pluie Légère,Voiture,10.0,1.26,21.0,0.01
Zongo,Fidjrosse,14,Semaine,Ensoleillé,Voiture,6.66,1.34,11.9,0.01
Fidjrosse,Zongo,2,Semaine,Ensoleillé,Voiture,6.66,1.51,13.4,0.01
Akpakpa,Etoile,4,Semaine,Ensoleillé,Zem,2.12,1.58,5.7,0.04
Etoile,Fidjrosse,4,Weekend,Pluie Légère,Zem,7.91,1.0,16.9,0.04
Calavi,Fidjrosse,19,Weekend,Ensoleillé,Zem,9.53,1.0,16.3,0.04
Cadjehoun,Zongo,14,Semaine,Ensoleillé,Voiture,2.81,1.22,4.6,0.01
Zongo,Etoile,17,Semaine,Ensoleillé,Zem,1.45,2.66,6.6,0.04
Fidjrosse,Cadjehoun,14,Weekend,Pluie Légère,Voiture,3.92,1.0,6.5,0.01
Akpakpa,Zongo,1,Semaine,Pluie Légère,Zem,3.38,1.57,11.4,0.04
Akpakpa,Zongo,12,Semaine,Ensoleillé,Bus,3.38,1.3,8.8,0.005
Etoile,Calavi,3,Semaine,Ensoleillé,Bus,12.72,1.46,37.1,0.005
Cadjehoun,Etoile,9,Weekend,Ensoleillé,Bus,4.18,1.0,8.4,0.005
Etoile,Cadjehoun,12,Semaine,Ensoleillé,Zem,4.18,1.41,10.1,0.04
Fidjrosse,Etoile,9,Semaine,Ensoleillé,Voiture,7.91,2.71,28.6,0.01
Etoile,Cadjehoun,8,Semaine,Pluie Légère,Bus,4.18,3.38,35.3,0.005
Calavi,Etoile,7,Semaine,Ensoleillé,Bus,12.72,3.38,86.0,0.005
Akpakpa,Zongo,2,Semaine,Pluie Légère,Voiture,3.38,1.4,7.9,0.01
Akpakpa,Zongo,15,Semaine,Ensoleillé,Zem,3.38,1.15,6.7,0.04
Zongo,Akpakpa,13,Weekend,Ensoleillé,Voiture,3.38,1.0,4.5,0.01
Zongo,Fidjrosse,8,Weekend,Ensoleillé,Voiture,6.66,1.0,8.9,0.01
Fidjrosse,Calavi,20,Semaine,Pluie Légère,Zem,9.53,1.6,32.6,0.04
Calavi,Etoile,10,Semaine,Ensoleillé,Voiture,12.72,1.3,22.0,0.01
Cadjehoun,Calavi,2,Semaine,Ensoleillé,Voiture,11.27,1.42,21.3,0.01
Etoile,Akpakpa,4,Weekend,Ensoleillé,Voiture,2.12,1.0,2.8,0.01
Zongo,Etoile,12,Semaine,Ensoleillé,Voiture,1.45,1.54,3.0,0.01
Etoile,Cadjehoun,3,Semaine,Ensoleillé,Bus,4.18,1.31,11.0,0.005
Zongo,Fidjrosse,23,Weekend,Pluie Légère,Voiture,6.66,1.0,11.1,0.01
Etoile,Zongo,12,Semaine,Pluie Légère,Voiture,1.45,1.49,3.6,0.01
Cadjehoun,Akpakpa,11,Semaine,Ensoleillé,Voiture,6.19,1.59,13.1,0.01
Etoile,Fidjrosse,9,Semaine,Ensoleillé,Voiture,7.91,2.85,30.0,0.01
Calavi,Zongo,23,Semaine,Pluie Légère,Zem,12.45,1.3,34.8,0.04
Akpakpa,Etoile,8,Weekend,Pluie Légère,Zem,2.12,1.0,4.5,0.04
Calavi,Cadjehoun,19,Semaine,Ensoleillé,Zem,11.27,3.83,74.0,0.04
Calavi,Zongo,6,Semaine,Pluie Légère,Zem,12.45,1.18,31.5,0.04
Akpakpa,Cadjehoun,1,Semaine,Ensoleillé,Zem,6.19,1.11,11.8,0.04
Calavi,Etoile,21,Semaine,Ensoleillé,Zem,12.72,1.55,33.9,0.04
Etoile,Fidjrosse,23,Semaine,Pluie Légère,Voiture,7.91,1.51,19.9,0.01
Etoile,Cadjehoun,22,Semaine,Forte Pluie,Zem,4.18,1.59,22.7,0.16
Etoile,Akpakpa,6,Weekend,Ensoleillé,Zem,2.12,1.0,3.6,0.04
Calavi,Zongo,6,Semaine,Ensoleillé,Voiture,12.45,1.13,18.7,0.01
Akpakpa,Etoile,20,Semaine,Forte Pluie,Zem,2.12,1.18,8.6,0.16
Etoile,Zongo,22,Semaine,Pluie Légère,Zem,1.45,1.15,3.6,0.04
Calavi,Zongo,13,Weekend,Pluie Légère,Zem,12.45,1.0,26.7,0.04
Zongo,Calavi,22,Semaine,Pluie Légère,Bus,12.45,1.44,44.9,0.005
Cadjehoun,Akpakpa,17,Weekend,Pluie Légère,Zem,6.19,1.0,13.3,0.04
Fidjrosse,Akpakpa,19,Semaine,Ensoleillé,Voiture,10.0,3.29,43.9,0.01
Zongo,Etoile,16,Semaine,Pluie Légère,Zem,1.45,1.28,4.0,0.04
Cadjehoun,Calavi,12,Weekend,Ensoleillé,Zem,11.27,1.0,19.3,0.04
Cadjehoun,Zongo,12,Semaine,Ensoleillé,Zem,2.81,1.13,5.4,0.04
Calavi,Akpakpa,6,Semaine,Pluie Légère,Zem,14.46,1.42,44.0,0.04
Calavi,Cadjehoun,9,Semaine,Ensoleillé,Zem,11.27,3.23,62.3,0.04
Fidjrosse,Calavi,22,Weekend,Ensoleillé,Voiture,9.53,1.0,12.7,0.01
Akpakpa,Zongo,2,Semaine,Ensoleillé,Voiture,3.38,1.16,5.2,0.01
Akpakpa,Etoile,2,Semaine,Ensoleillé,Voiture,2.12,1.55,4.4,0.01
Etoile,Fidjrosse,17,Weekend,Pluie Légère,Voiture,7.91,1.0,13.2,0.01
Calavi,Fidjrosse,10,Semaine,Ensoleillé,Zem,9.53,1.2,19.6,0.04
Akpakpa,Calavi,21,Weekend,Ensoleillé,Zem,14.46,1.0,24.8,0.04
Fidjrosse,Etoile,19,Weekend,Ensoleillé,Bus,7.91,1.0,15.8,0.005
Calavi,Etoile,4,Semaine,Ensoleillé,Bus,12.72,1.47,37.4,0.005
Fidjrosse,Etoile,18,Semaine,Ensoleillé,Voiture,7.91,3.79,40.0,0.01
Akpakpa,Calavi,21,Weekend,Ensoleillé,Zem,14.46,1.0,24.8,0.04
Akpakpa,Fidjrosse,18,Semaine,Ensoleillé,Zem,10.0,3.24,55.6,0.04
Calavi,Zongo,23,Semaine,Ensoleillé,Voiture,12.45,1.22,20.3,0.01
Calavi,Zongo,8,Weekend,Ensoleillé,Voiture,12.45,1.0,16.6,0.01
Calavi,Cadjehoun,3,Semaine,Ensoleillé,Voiture,11.27,1.25,18.9,0.01
Etoile,Cadjehoun,14,Semaine,Pluie Légère,Zem,4.18,1.54,13.8,0.04
Etoile,Calavi,11,Weekend,Pluie Légère,Zem,12.72,1.0,27.3,0.04
Akpakpa,Calavi,22,Semaine,Pluie Légère,Zem,14.46,1.25,38.7,0.04
Cadjehoun,Zongo,2,Semaine,Ensoleillé,Voiture,2.81,1.47,5.5,0.01
Cadjehoun,Akpakpa,22,Semaine,Pluie Légère,Zem,6.19,1.6,21.1,0.04
Etoile,Fidjrosse,13,Weekend,Ensoleillé,Voiture,7.91,1.0,10.5,0.01
Akpakpa,Fidjrosse,16,Weekend,Ensoleillé,Voiture,10.0,1.0,13.3,0.01
Cadjehoun,Calavi,18,Semaine,Pluie Légère,Zem,11.27,4.0,96.6,0.04
Akpakpa,Calavi,3,Weekend,Forte Pluie,Zem,14.46,1.0,49.6,0.16
Akpakpa,Fidjrosse,6,Semaine,Ensoleillé,Voiture,10.0,1.37,18.2,0.01
Zongo,Calavi,18,Semaine,Forte Pluie,Zem,12.45,3.69,157.4,0.16
Calavi,Etoile,16,Semaine,Pluie Légère,Zem,12.72,1.6,43.5,0.04
Akpakpa,Calavi,15,Semaine,Ensoleillé,Voiture,14.46,1.29,24.8,0.01
Etoile,Calavi,21,Weekend,Ensoleillé,Voiture,12.72,1.0,17.0,0.01
Cadjehoun,Zongo,7,Semaine,Forte Pluie,Voiture,2.81,2.65,19.9,0.02
Calavi,Akpakpa,18,Semaine,Ensoleillé,Voiture,14.46,2.41,46.4,0.01
Cadjehoun,Fidjrosse,7,Semaine,Pluie Légère,Voiture,3.92,2.45,16.0,0.01
Calavi,Cadjehoun,17,Semaine,Forte Pluie,Zem,11.27,3.74,144.4,0.16
Calavi,Fidjrosse,19,Semaine,Ensoleillé,Voiture,9.53,3.26,41.4,0.01
Cadjehoun,Calavi,9,Semaine,Ensoleillé,Voiture,11.27,3.77,56.7,0.01
Cadjehoun,Akpakpa,16,Weekend,Ensoleillé,Voiture,6.19,1.0,8.2,0.01
Cadjehoun,Akpakpa,12,Semaine,Ensoleillé,Bus,6.19,1.49,18.5,0.005
Etoile,Fidjrosse,12,Semaine,Ensoleillé,Zem,7.91,1.44,19.5,0.04
Akpakpa,Cadjehoun,6,Semaine,Pluie Légère,Zem,6.19,1.4,18.6,0.04
Fidjrosse,Calavi,9,Semaine,Ensoleillé,Zem,9.53,2.29,37.4,0.04
Zongo,Akpakpa,1,Semaine,Forte Pluie,Voiture,3.38,1.54,13.8,0.02
Fidjrosse,Akpakpa,3,Semaine,Ensoleillé,Zem,10.0,1.31,22.4,0.04
Fidjrosse,Etoile,5,Weekend,Pluie Légère,Zem,7.91,1.0,16.9,0.04
Calavi,Etoile,23,Semaine,Ensoleillé,Zem,12.72,1.38,30.1,0.04
Calavi,Fidjrosse,22,Weekend,Ensoleillé,Zem,9.53,1.0,16.3,0.04
Akpakpa,Zongo,5,Weekend,Pluie Légère,Zem,3.38,1.0,7.2,0.04
Akpakpa,Zongo,22,Semaine,Pluie Légère,Voiture,3.38,1.11,6.3,0.01
Cadjehoun,Calavi,16,Weekend,Ensoleillé,Zem,11.27,1.0,19.3,0.04
Etoile,Akpakpa,13,Semaine,Ensoleillé,Zem,2.12,1.57,5.7,0.04
Cadjehoun,Akpakpa,23,Semaine,Ensoleillé,Voiture,6.19,1.55,12.8,0.01
Etoile,Akpakpa,10,Weekend,Ensoleillé,Voiture,2.12,1.0,2.8,0.01
Calavi,Fidjrosse,18,Semaine,Pluie Légère,Zem,9.53,3.18,64.9,0.04
Calavi,Akpakpa,2,Semaine,Ensoleillé,Voiture,14.46,1.39,26.8,0.01
Fidjrosse,Akpakpa,10,Semaine,Forte Pluie,Zem,10.0,1.45,49.8,0.16
Fidjrosse,Cadjehoun,5,Semaine,Ensoleillé,Zem,3.92,1.23,8.3,0.04
Etoile,Fidjrosse,13,Semaine,Pluie Légère,Zem,7.91,1.21,20.5,0.04
Etoile,Calavi,18,Weekend,Ensoleillé,Zem,12.72,1.0,21.8,0.04
Calavi,Akpakpa,15,Weekend,Ensoleillé,Voiture,14.46,1.0,19.3,0.01
Calavi,Zongo,21,Semaine,Ensoleillé,Voiture,12.45,1.44,23.9,0.01
Cadjehoun,Calavi,23,Semaine,Pluie Légère,Voiture,11.27,1.15,21.6,0.01
Fidjrosse,Akpakpa,6,Weekend,Pluie Légère,Zem,10.0,1.0,21.4,0.04
Etoile,Cadjehoun,18,Semaine,Pluie Légère,Zem,4.18,3.02,27.0,0.04
Cadjehoun,Fidjrosse,19,Semaine,Ensoleillé,Zem,3.92,3.09,20.8,0.04
Calavi,Akpakpa,15,Semaine,Pluie Légère,Voiture,14.46,1.29,31.1,0.01
Fidjrosse,Zongo,21,Semaine,Ensoleillé,Voiture,6.66,1.19,10.6,0.01
Cadjehoun,Akpakpa,6,Semaine,Ensoleillé,Zem,6.19,1.28,13.5,0.04
Calavi,Zongo,8,Weekend,Ensoleillé,Voiture,12.45,1.0,16.6,0.01
Etoile,Calavi,12,Semaine,Ensoleillé,Zem,12.72,1.27,27.7,0.04
Etoile,Calavi,0,Semaine,Pluie Légère,Zem,12.72,1.35,36.8,0.04
Zongo,Etoile,7,Semaine,Ensoleillé,Zem,1.45,3.41,8.5,0.04
Akpakpa,Etoile,23,Semaine,Ensoleillé,Voiture,2.12,1.58,4.5,0.01
Cadjehoun,Akpakpa,2,Semaine,Pluie Légère,Zem,6.19,1.17,15.5,0.04
Fidjrosse,Akpakpa,2,Weekend,Ensoleillé,Zem,10.0,1.0,17.1,0.04
Calavi,Etoile,21,Semaine,Ensoleillé,Voiture,12.72,1.54,26.1,0.01
Etoile,Zongo,12,Semaine,Pluie Légère,Zem,1.45,1.24,3.9,0.04
Zongo,Akpakpa,7,Semaine,Ensoleillé,Zem,3.38,3.26,18.9,0.04
Zongo,Akpakpa,6,Weekend,Ensoleillé,Bus,3.38,1.0,6.8,0.005
Zongo,Fidjrosse,0,Semaine,Ensoleillé,Voiture,6.66,1.37,12.2,0.01
Fidjrosse,Cadjehoun,15,Weekend,Ensoleillé,Zem,3.92,1.0,6.7,0.04
Cadjehoun,Etoile,6,Weekend,Pluie Légère,Zem,4.18,1.0,9.0,0.04
Calavi,Cadjehoun,11,Weekend,Ensoleillé,Voiture,11.27,1.0,15.0,0.01
Cadjehoun,Akpakpa,22,Semaine,Pluie Légère,Voiture,6.19,1.38,14.2,0.01
Calavi,Fidjrosse,10,Semaine,Pluie Légère,Zem,9.53,1.46,29.8,0.04
Zongo,Etoile,9,Weekend,Ensoleillé,Zem,1.45,1.0,2.5,0.04
Akpakpa,Fidjrosse,20,Semaine,Ensoleillé,Bus,10.0,1.29,25.8,0.005
Fidjrosse,Calavi,0,Semaine,Ensoleillé,Bus,9.53,1.26,24.0,0.005
Fidjrosse,Cadjehoun,17,Weekend,Ensoleillé,Voiture,3.92,1.0,5.2,0.01
Etoile,Akpakpa,3,Weekend,Ensoleillé,Zem,2.12,1.0,3.6,0.04
Cadjehoun,Calavi,4,Semaine,Pluie Légère,Voiture,11.27,1.53,28.7,0.01
Fidjrosse,Cadjehoun,8,Semaine,Ensoleillé,Voiture,3.92,2.6,13.6,0.01
Fidjrosse,Zongo,16,Semaine,Forte Pluie,Voiture,6.66,1.19,21.1,0.02
Zongo,Etoile,2,Semaine,Forte Pluie,Voiture,1.45,1.11,4.3,0.02
Zongo,Fidjrosse,15,Semaine,Ensoleillé,Zem,6.66,1.21,13.8,0.04
Calavi,Zongo,4,Semaine,Forte Pluie,Zem,12.45,1.36,58.0,0.16
Akpakpa,Fidjrosse,15,Semaine,Ensoleillé,Zem,10.0,1.37,23.5,0.04
Etoile,Calavi,2,Weekend,Ensoleillé,Bus,12.72,1.0,25.4,0.005
Calavi,Akpakpa,14,Semaine,Ensoleillé,Voiture,14.46,1.23,23.7,0.01
Zongo,Akpakpa,2,Semaine,Ensoleillé,Zem,3.38,1.14,6.6,0.04
Cadjehoun,Fidjrosse,19,Semaine,Forte Pluie,Bus,3.92,3.54,55.6,0.01
Etoile,Akpakpa,15,Semaine,Ensoleillé,Zem,2.12,1.48,5.4,0.04
Etoile,Fidjrosse,23,Semaine,Ensoleillé,Zem,7.91,1.6,21.7,0.04
Etoile,Calavi,19,Semaine,Ensoleillé,Zem,12.72,3.82,83.3,0.04
Etoile,Zongo,22,Weekend,Pluie Légère,Zem,1.45,1.0,3.1,0.04
Etoile,Fidjrosse,17,Weekend,Ensoleillé,Bus,7.91,1.0,15.8,0.005
Etoile,Fidjrosse,21,Semaine,Ensoleillé,Zem,7.91,1.56,21.2,0.04
Cadjehoun,Etoile,13,Weekend,Ensoleillé,Voiture,4.18,1.0,5.6,0.01
Akpakpa,Fidjrosse,17,Semaine,Forte Pluie,Voiture,10.0,3.64,97.0,0.02
Akpakpa,Cadjehoun,14,Weekend,Ensoleillé,Zem,6.19,1.0,10.6,0.04
Etoile,Akpakpa,5,Semaine,Ensoleillé,Voiture,2.12,1.41,4.0,0.01
Cadjehoun,Etoile,14,Semaine,Ensoleillé,Voiture,4.18,1.16,6.5,0.01
Zongo,Etoile,17,Weekend,Forte Pluie,Zem,1.45,1.0,5.0,0.16
Cadjehoun,Etoile,3,Semaine,Ensoleillé,Zem,4.18,1.41,10.1,0.04
Etoile,Cadjehoun,22,Semaine,Ensoleillé,Voiture,4.18,1.13,6.3,0.01
Cadjehoun,Calavi,7,Semaine,Pluie Légère,Zem,11.27,3.79,91.6,0.04
Cadjehoun,Fidjrosse,14,Weekend,Forte Pluie,Bus,3.92,1.0,15.7,0.01
Etoile,Akpakpa,2,Semaine,Ensoleillé,Zem,2.12,1.34,4.9,0.04
Calavi,Zongo,14,Semaine,Ensoleillé,Bus,12.45,1.45,36.1,0.005
Cadjehoun,Calavi,12,Semaine,Ensoleillé,Zem,11.27,1.13,21.8,0.04
Fidjrosse,Cadjehoun,1,Weekend,Pluie Légère,Zem,3.92,1.0,8.4,0.04
Cadjehoun,Fidjrosse,23,Weekend,Pluie Légère,Voiture,3.92,1.0,6.5,0.01
Calavi,Fidjrosse,7,Semaine,Pluie Légère,Voiture,9.53,3.16,50.2,0.01
Zongo,Cadjehoun,19,Weekend,Ensoleillé,Zem,2.81,1.0,4.8,0.04
Fidjrosse,Etoile,12,Semaine,Ensoleillé,Voiture,7.91,1.25,13.2,0.01
Zongo,Akpakpa,0,Semaine,Ensoleillé,Zem,3.38,1.24,7.2,0.04
Cadjehoun,Akpakpa,1,Semaine,Pluie Légère,Voiture,6.19,1.29,13.4,0.01
Zongo,Etoile,14,Weekend,Ensoleillé,Zem,1.45,1.0,2.5,0.04
Akpakpa,Calavi,11,Semaine,Ensoleillé,Voiture,14.46,1.1,21.2,0.01
Fidjrosse,Zongo,13,Semaine,Ensoleillé,Voiture,6.66,1.33,11.8,0.01
Cadjehoun,Fidjrosse,1,Weekend,Ensoleillé,Bus,3.92,1.0,7.8,0.005
Etoile,Zongo,17,Weekend,Ensoleillé,Voiture,1.45,1.0,1.9,0.01
Calavi,Fidjrosse,21,Semaine,Pluie Légère,Zem,9.53,1.34,27.4,0.04
Cadjehoun,Etoile,6,Semaine,Ensoleillé,Zem,4.18,1.53,11.0,0.04
Etoile,Akpakpa,22,Weekend,Pluie Légère,Voiture,2.12,1.0,3.5,0.01
Calavi,Akpakpa,13,Semaine,Ensoleillé,Voiture,14.46,1.32,25.5,0.01
Cadjehoun,Zongo,7,Semaine,Forte Pluie,Voiture,2.81,2.85,21.4,0.02
Zongo,Akpakpa,21,Semaine,Ensoleillé,Voiture,3.38,1.6,7.2,0.01
Zongo,Etoile,1,Weekend,Pluie Légère,Zem,1.45,1.0,3.1,0.04
Akpakpa,Calavi,13,Semaine,Pluie Légère,Zem,14.46,1.39,42.9,0.04
Calavi,Fidjrosse,23,Semaine,Pluie Légère,Voiture,9.53,1.34,21.2,0.01
Calavi,Akpakpa,19,Semaine,Pluie Légère,Zem,14.46,3.09,95.8,0.04
Etoile,Calavi,20,Semaine,Ensoleillé,Zem,12.72,1.5,32.8,0.04
Zongo,Cadjehoun,20,Semaine,Ensoleillé,Zem,2.81,1.27,6.1,0.04
Calavi,Akpakpa,21,Semaine,Pluie Légère,Zem,14.46,1.29,40.1,0.04
Akpakpa,Fidjrosse,2,Semaine,Pluie Légère,Zem,10.0,1.48,31.7,0.04
Etoile,Calavi,4,Semaine,Ensoleillé,Voiture,12.72,1.14,19.3,0.01
Cadjehoun,Zongo,15,Semaine,Ensoleillé,Zem,2.81,1.53,7.4,0.04
Calavi,Fidjrosse,17,Semaine,Pluie Légère,Voiture,9.53,2.97,47.2,0.01
Akpakpa,Cadjehoun,16,Weekend,Ensoleillé,Voiture,6.19,1.0,8.2,0.01
Fidjrosse,Calavi,10,Semaine,Ensoleillé,Bus,9.53,1.39,26.5,0.005
